Measure;Value
jobsFinished_inst;0.0148748002933323
powerUsage_inst;5.20955485293811
noFreeMachines_inst;0.00209451703730028
jobsDispatched_inst;0.0148748002307829
machinesWorking_inst;2.3647315051718
hotMachinesWorking_inst;2.17735632582612
coldStarted_inst;6.36702992684728E-07
