model,tolerance,point_id,time,rewards,result
FIL5,1.0E-4,40,4.3661022E7,0.98426842311731;4.95342695832809;0.988185905938095;0.994603438478976;0.986563255906173;0.99980593488754,3.571196533944751
FIL5,1.0E-4,41,4.8618313E7,0.988786581586603;4.95347349032842;0.982238133882747;0.994072025294335;0.988555803864155;0.999820945700583,3.5720256741189496
FIL5,1.0E-4,42,4.2667744E7,0.975855675163825;4.93008376968695;0.976711497523209;0.994243273357434;0.983757225006095;0.999516098636392,3.4741147775652625
FIL5,1.0E-4,43,4.0013312E7,0.962517057045371;4.83786941624603;0.936629508335296;0.977139008249751;0.961913406277697;0.999670436337915,3.1025121118280747
FIL5,1.0E-4,44,4.3265076E7,0.962468458822671;4.84457422081761;0.979552114292471;0.918581269963459;0.984629840011461;0.99934253772755,3.1301489993563476
FIL5,1.0E-4,45,4.2532348E7,0.988532124613033;4.95335530284728;0.990317908643627;0.992105926391775;0.982588848274554;0.999810494924292,3.5706120859247337
FIL5,1.0E-4,46,4.3147885E7,0.989100493892117;4.94799949179641;0.990017879536829;0.991374368495039;0.977795000612278;0.999711749260145,3.547920208273781
FIL5,1.0E-4,47,3.9688476E7,0.990013172952386;4.95310110070206;0.989880994692805;0.993878800544009;0.979558428159174;0.999769704353686,3.5694880271207126
FIL5,1.0E-4,48,4.2808259E7,0.988930132946232;4.72313247410505;0.987062533131327;0.94921518258741;0.804884359765905;0.993040265674179,2.681680718246309
FIL5,1.0E-4,49,4.3618356E7,0.959765642125296;4.83410461061052;0.988144784297854;0.954417071488428;0.932195426151944;0.999581686547005,3.083362508941298
FIL5,1.0E-6,0,4.9265138E7,0.982482564084674;4.93606754892752;0.990235003987864;0.991261480030376;0.97284313733597;0.999245363488636,3.497870371649915
FIL5,1.0E-6,1,4.0503694E7,0.986508472672826;4.90812177369696;0.977759453150929;0.970948470888428;0.973180959824699;0.999724417160074,3.382784609604972
FIL5,1.0E-6,2,4.2447015E7,0.987841137965686;4.95555320365967;0.989200592032685;0.988658494390449;0.990084064260002;0.999768915010848,3.580444277309761
FIL5,1.0E-6,3,4.3522783E7,0.981884418042328;4.92694998788359;0.97319076344331;0.987477877819545;0.984588794387215;0.99980813419119,3.4612462011716634
FIL5,1.0E-6,4,4.3735546E7,0.958340600336324;4.85910387046934;0.928169608896292;0.98841351654312;0.984788632889253;0.99939151180435,3.190082189144988
FIL5,1.0E-6,5,4.0375125E7,0.981944380449814;4.94147615949957;0.988266387572558;0.987558599000583;0.98397964204132;0.999727150435291,3.5207992592932036
FIL5,1.0E-6,6,4.3535866E7,0.970816748908213;4.87291578557247;0.925503036176914;0.993921380790138;0.983117327992049;0.999557291705155,3.245932836800819
FIL5,1.0E-6,7,4.2501059E7,0.98900759712925;4.954870023832;0.990107607106861;0.99027602686605;0.985710863710622;0.999767929019218,3.577243865551864
FIL5,1.0E-6,8,4.3343583E7,0.918447775066263;4.77870683430877;0.9763116611855;0.98061794246271;0.904069252725615;0.999260202868684,2.8709321341991036
FIL5,1.0E-6,9,4.6664182E7,0.989502458079356;4.96211312974452;0.988413846894646;0.994509533110616;0.990041151365815;0.999646140294088,3.608372837584795
FIL5,1.0E-6,10,4.2572739E7,0.979565412906132;4.87474997687304;0.990376389030677;0.928264218903865;0.976738519180963;0.9998054368514,3.24879143746408
FIL5,1.0E-6,11,4.1075426E7,0.98463361461931;4.92437335787758;0.986275841516562;0.993150291768776;0.960614031624282;0.99969957834865,3.448743232188592
FIL5,1.0E-6,12,4.412239E7,0.334047523098706;3.52586193431886;0.549082383967517;0.679912412369985;0.964567196018464;0.99825241886419,0.3167525417870667
FIL5,1.0E-6,13,4.4315244E7,0.979870972219784;4.92450291935151;0.963645511436502;0.99408637453664;0.987118544140759;0.999781517017823,3.452190698342174
FIL5,1.0E-6,14,4.3383974E7,0.981676103185823;4.93927070506719;0.989658089248429;0.986669915844024;0.981747184143029;0.999519412645882,3.5115088135511674
FIL5,1.0E-6,15,4.2997699E7,0.981696212758967;4.93622752792957;0.983928309265488;0.984181540165866;0.986653859775899;0.999767605963356,3.4992731231201213
FIL5,1.0E-6,16,4.070508E7,0.957429663075738;4.47075623783867;0.988255304315334;0.867572804745716;0.665993622341479;0.991504843360404,1.8729433603089338
FIL5,1.0E-6,17,4.3630871E7,0.98452141013126;4.85649231452406;0.952863256121961;0.966482127364964;0.953055415731963;0.999570105173909,3.1750445403498007
FIL5,1.0E-6,18,5.5134357E7,0.986148397920207;4.91224858571905;0.98917718235295;0.979644135730179;0.957741736825414;0.999537132890303,3.398535159041022
FIL5,1.0E-6,19,4.3840791E7,0.989112803545839;4.74542224434342;0.985431122223537;0.954321113670831;0.818633365652213;0.997923839250997,2.7578734572578987
FIL5,1.0E-6,20,4.0065081E7,0.98043463265058;4.93777895257654;0.976612231096331;0.994067541452367;0.987100562241968;0.999563985135296,3.506473905470504
FIL5,1.0E-6,21,4.3847049E7,0.968686457845458;4.92954352426618;0.986426929635259;0.99028841537791;0.984323889570812;0.99981783183674,3.4709459172541983
FIL5,1.0E-6,22,4.2538607E7,0.978314079770619;4.94125741975676;0.98538689130277;0.994057834916678;0.983742170618629;0.999756443148065,3.5199923262277997
FIL5,1.0E-6,23,4.1039017E7,0.973056381741497;4.88530536911542;0.976120492960893;0.950170100650494;0.986524181573001;0.999434212189538,3.29131700978914
FIL5,1.0E-6,24,4.2468064E7,0.987702423290266;4.93652562237365;0.989823716423525;0.992744127601888;0.96647895772112;0.999776397336842,3.499321231684771
FIL5,1.0E-6,25,4.2959583E7,0.985732701693768;4.86204920400015;0.987254914625756;0.956901028165229;0.932921371820412;0.999239187694982,3.1953349217517073
FIL5,1.0E-6,26,4.3137646E7,0.946767236038404;4.91326662246878;0.984191867450735;0.9921744193696;0.990365899233527;0.999767200376504,3.40467728539394
FIL5,1.0E-6,27,4.0728405E7,0.961145827757434;4.86886879351181;0.968944471854679;0.952222222161843;0.98677961827533;0.999776653462521,3.2249562287175944
FIL5,1.0E-6,28,4.8790686E7,0.988648865695625;4.95418395742005;0.984161406143908;0.993089800120122;0.9885170458404;0.999766839619993,3.5749123933849822
FIL5,1.0E-6,29,4.3097823E7,0.96076100191419;4.90673333957322;0.97413784631479;0.993639991655117;0.978419249163172;0.999775250525947,3.37721264681921
FIL5,1.0E-6,30,4.3958551E7,0.986054544032438;4.8902146959112;0.98982670066387;0.979476081191272;0.936912524204916;0.997944845818704,3.3094204738470463
FIL5,1.0E-6,31,4.0421205E7,0.976415925366274;4.91944280848964;0.988708965076105;0.992130227289103;0.962421180644316;0.999766510113839,3.4279779813475844
FIL5,1.0E-6,32,4.3399903E7,0.966674452393353;4.91956559660495;0.985264350758681;0.991649696004275;0.986040576427893;0.989936521020753,3.437394457312949
FIL5,1.0E-6,33,4.3040935E7,0.990119526607476;4.95636366542899;0.98943067393681;0.98996193517984;0.98702418901601;0.999827340688857,3.5836606690057007
FIL5,1.0E-6,34,4.4918265E7,0.980779711484075;4.39854989787316;0.984181046971594;0.828268326907408;0.616478106408691;0.98884270610139,1.6877733146983707
FIL5,1.0E-6,35,4.2988597E7,0.988866341953048;4.9442529911352;0.987272341223609;0.991378396902346;0.977258366327755;0.999477544728441,3.5324958806804556
FIL5,1.0E-6,36,4.1496972E7,0.784492727693484;4.27675114921595;0.988286105655744;0.640126640395799;0.864250134312275;0.999595541158648,1.3419751854691768
FIL5,1.0E-6,37,5.1346701E7,0.958510452066464;4.86709632420764;0.971746976655169;0.98608571730321;0.951383138000039;0.999370040182757,3.215402213161873
FIL5,1.0E-6,38,4.3391369E7,0.787980687798872;4.68415682759951;0.941900225694333;0.966846150762752;0.987687552055212;0.999742211288341,2.548668933515873
FIL5,1.0E-6,39,4.1275106E7,0.98727903494043;4.78159818890071;0.983745015213856;0.9633005323506;0.852269709414386;0.995003896981444,2.8904362355529263
FIL5,1.0E-6,40,4.2493664E7,0.984279686132751;4.95346416068027;0.988173608863348;0.994669510821588;0.986525578977308;0.999815775885268,3.5713448813066906
FIL5,1.0E-6,41,4.3762854E7,0.988791400501466;4.95347905079975;0.982235810343195;0.994082148231357;0.988548279420521;0.999821412303216,3.5720486256360537
FIL5,1.0E-6,42,4.3306605E7,0.975852989467839;4.93001672698046;0.976702535948406;0.994237847681085;0.983728953423543;0.999494400459586,3.4738510654439096
FIL5,1.0E-6,43,4.0384796E7,0.962543273548076;4.83799110731849;0.93664542903056;0.977148231314297;0.961963006786717;0.999691166638845,3.10297833170323
FIL5,1.0E-6,44,4.2820205E7,0.962355200920885;4.84456211287455;0.979546853766324;0.918575873326887;0.984741349058501;0.999342835801957,3.1301110097896347
FIL5,1.0E-6,45,4.3386249E7,0.988532475023531;4.95340787574268;0.990318110531243;0.992204351986533;0.982531573118296;0.999821365083075,3.570822411641644
FIL5,1.0E-6,46,4.8564269E7,0.989100599638296;4.94800931570499;0.990017809883156;0.991375535151123;0.977801314228726;0.999714056803687,3.5479600449319113
FIL5,1.0E-6,47,4.0128228E7,0.990013271246718;4.953099231095;0.989881052819253;0.993865541532574;0.979568460044569;0.999770905451891,3.56947963766662
FIL5,1.0E-6,48,4.3107494E7,0.988930274735395;4.72642952412769;0.987064217434985;0.949858765596235;0.803126469557995;0.99744979680308,2.6911030095395354
FIL5,1.0E-6,49,4.4231048E7,0.959765477329072;4.83411937410787;0.988144699653611;0.954414646217727;0.932208773832642;0.999585777074819,3.083417667127083
FIL5,1.0E-8,0,4.367752E7,0.98248256934909;4.93608735856074;0.990234798309297;0.991270983535027;0.972847670597576;0.999251336769751,3.497948779031555
FIL5,1.0E-8,1,4.0842751E7,0.986508710298013;4.90812241241135;0.97775945175971;0.970949305914454;0.97318077352878;0.999724170910392,3.382787401087181
FIL5,1.0E-8,2,4.2763317E7,0.987841164723504;4.95555317628968;0.989200591909999;0.988658558030392;0.990083987242226;0.999768874383567,3.5804441881559423
FIL5,1.0E-8,3,4.3521076E7,0.981884463316376;4.92695037288503;0.973190750573949;0.987478176931916;0.984588831928536;0.999808150134261,3.4612477940265083
FIL5,1.0E-8,4,4.2465219E7,0.958340438893994;4.85910402034711;0.92816957238284;0.988413508029118;0.984788641726498;0.999391859314665,3.190082536414759
FIL5,1.0E-8,5,4.8746882E7,0.981944399631298;4.94147660468828;0.988266396305339;0.987558881162543;0.983979738467097;0.999727189122004,3.5208010995644665
FIL5,1.0E-8,6,4.1036173E7,0.970816745090591;4.87291577817569;0.925503034938325;0.993921381774889;0.983117327975285;0.999557288396603,3.2459328096265434
FIL5,1.0E-8,7,4.3616649E7,0.989007597569213;4.95486999477302;0.990107611005972;0.990275984920153;0.985710876036719;0.999767925240965,3.5772437464538567
FIL5,1.0E-8,8,4.3602426E7,0.918447728612519;4.77870725230496;0.976311582329182;0.980613556007626;0.904066299520652;0.999268085834985,2.870928048392557
FIL5,1.0E-8,9,4.3105218E7,0.9895024926359;4.96211327619327;0.988413834586369;0.994509422227996;0.99004130026229;0.999646226480715,3.6083734025834913
FIL5,1.0E-8,10,4.0495729E7,0.979565374380832;4.87475002545186;0.990376388960709;0.928264204257425;0.97673862249919;0.999805435353704,3.2487916418585163
FIL5,1.0E-8,11,4.2013523E7,0.984633522021604;4.92437476967024;0.986275943166363;0.993150608947723;0.960613439102674;0.999701256431873,3.448747791452159
FIL5,1.0E-8,12,4.5066744E7,0.33404763299007;3.52585869634042;0.549079731106547;0.679911717303446;0.964567196004349;0.998252418936004,0.3167509201667688
FIL5,1.0E-8,13,4.0678911E7,0.979872054644831;4.92450388687199;0.963645444124293;0.994086187436819;0.98711795867161;0.999782241994433,3.4521941415319843
FIL5,1.0E-8,14,4.2457824E7,0.981676107496212;4.93927077776997;0.989658093013686;0.986669971427567;0.981747186931206;0.999519418901292,3.511509112749393
FIL5,1.0E-8,15,4.9337957E7,0.981696266613615;4.93622828371932;0.98392829436861;0.984181821734384;0.986654219826304;0.999767681176408,3.499276247182086
FIL5,1.0E-8,16,4.5690815E7,0.957429661363662;4.47075653179802;0.988255309148397;0.867573061568424;0.665993625266975;0.991504874450562,1.8729442262974823
FIL5,1.0E-8,17,4.0983835E7,0.984520950381951;4.85648726949179;0.95286325554853;0.96647733490763;0.953055880274134;0.999569848379547,3.1750246663633823
FIL5,1.0E-8,18,4.3103512E7,0.98614837938043;4.91225106167293;0.989177126680713;0.979645272731443;0.95774190233775;0.999538380542597,3.398544409081932
FIL5,1.0E-8,19,4.4507528E7,0.989112806576073;4.74542225171085;0.98543112221384;0.954321123741614;0.818633361913607;0.997923837265712,2.757873487171611
FIL5,1.0E-8,20,4.2518126E7,0.980434609087162;4.93777832839887;0.976612190625895;0.99406756661349;0.987100235885383;0.999563726186941,3.506471475382117
FIL5,1.0E-8,21,4.3430054E7,0.968686483678167;4.92954403811419;0.986426934307237;0.990288950652797;0.984323774571157;0.999817894904834,3.4709480026804913
FIL5,1.0E-8,22,4.0333596E7,0.978314100965422;4.94125744188447;0.985386896892878;0.994058032328646;0.983741935957318;0.999756475740205,3.5199923811393856
FIL5,1.0E-8,23,4.3394214E7,0.973055727291361;4.88530540166818;0.976120489348485;0.950169958364146;0.986525014271637;0.999434212392561,3.291317209512783
FIL5,1.0E-8,24,5.0510435E7,0.987702422767865;4.93652857566422;0.989823722288815;0.99274513173067;0.966477564705888;0.999779734170981,3.4993309757858886
FIL5,1.0E-8,25,4.38004E7,0.985732700715618;4.86205480428495;0.987254938268365;0.956899815883298;0.932921548774842;0.999245800642826,3.195352467188658
FIL5,1.0E-8,26,4.1107853E7,0.946767233009336;4.91326656544116;0.984191843144074;0.992174256721174;0.990366028365384;0.999767204201191,3.4046770572519924
FIL5,1.0E-8,27,4.4297608E7,0.961147029097288;4.86887358608111;0.968944434071924;0.952222229417402;0.986783355007401;0.999776538487092,3.224975928497434
FIL5,1.0E-8,28,4.2435069E7,0.988648865493209;4.95418396496997;0.98416140628564;0.993089780727295;0.988517062711264;0.999766849752559,3.574912418443237
FIL5,1.0E-8,29,4.0696546E7,0.960761168830752;4.90673375130381;0.974137873225814;0.993640261522304;0.978419116951376;0.999775330773561,3.3772142706718693
FIL5,1.0E-8,30,4.3282711E7,0.986054502040418;4.89021059121459;0.989826738828004;0.979471630847655;0.936912570241138;0.997945149257376,3.309403544902715
FIL5,1.0E-8,31,4.3579102E7,0.976415925247226;4.91944288322319;0.988708965001376;0.992130272774781;0.962421158998909;0.999766561200904,3.4279782516868895
FIL5,1.0E-8,32,4.3560898E7,0.966674452472023;4.91956561648008;0.985264357515192;0.9916496962552;0.986040581757348;0.989936528480318,3.437394533734645
FIL5,1.0E-8,33,4.1097044E7,0.990119526607476;4.95636366542899;0.98943067393681;0.98996193517984;0.98702418901601;0.999827340688857,3.5836606690057007
FIL5,1.0E-8,34,5.1161243E7,0.980779711456809;4.39854989711529;0.984181047140823;0.828268326002932;0.616478106474373;0.988842706040354,1.6877733126295675
FIL5,1.0E-8,35,4.250618E7,0.988866370184945;4.94425303684971;0.987272175408567;0.991378457982413;0.977258384804758;0.999477648469025,3.5324960047524483
FIL5,1.0E-8,36,4.4338568E7,0.784492782875748;4.27675121057556;0.98828610565737;0.640126640006863;0.864250140877212;0.999595541158362,1.3419753392858162
FIL5,1.0E-8,37,4.125747E7,0.958510419038535;4.8670914399081;0.971746985873534;0.986079484576522;0.951383253865193;0.999371296554315,3.2153815470814777
FIL5,1.0E-8,38,4.4689572E7,0.787980733879699;4.68415739691851;0.941900628315157;0.9668462766696;0.987687551308433;0.999742206745622,2.5486709453469576
FIL5,1.0E-8,39,4.4731101E7,0.987278999993104;4.78156930862759;0.983745046346706;0.963271728399681;0.852269238466659;0.995004295421442,2.8903257488507266
FIL5,1.0E-8,40,4.2839548E7,0.984279685651281;4.95346415815451;0.988173609517479;0.994669488833551;0.986525579062648;0.999815795089553,3.5713448555981073
FIL5,1.0E-8,41,4.2577291E7,0.988791482470056;4.9534793100585;0.982235756660754;0.994083069016227;0.988547539123718;0.99982146278775,3.5720496418165855
FIL5,1.0E-8,42,3.9871659E7,0.975853329019218;4.93001976500614;0.976703215681081;0.994237995473498;0.98372973516043;0.999495489671914,3.473862880613982
FIL5,1.0E-8,43,5.262613E7,0.962540944083595;4.83799928888211;0.936643797952117;0.977151633008628;0.961969806045917;0.999693107791852,3.1030097755561354
FIL5,1.0E-8,44,4.3613804E7,0.962348869679806;4.84455968260109;0.979546250032529;0.918575716886517;0.984746028785988;0.999342817216247,3.1301018127558446
FIL5,1.0E-8,45,4.2390126E7,0.98853247411219;4.95340682534599;0.990318133481505;0.992202243923483;0.982532596847414;0.999821376981399,3.5708180234439175
FIL5,1.0E-8,46,4.0111729E7,0.989100442040497;4.94800732497373;0.990017835150887;0.991374997220644;0.977799999062148;0.999714051499552,3.5479516082819584
FIL5,1.0E-8,47,4.3265645E7,0.990013270595385;4.95309933301513;0.989881053708911;0.993865398550536;0.979568079577202;0.999771530583099,3.5694795641093875
FIL5,1.0E-8,48,4.4534834E7,0.988930274545599;4.72642952507837;0.987064213098465;0.949858770721205;0.803126465907732;0.99744980080537,2.69110301096511
FIL5,1.0E-8,49,4.1060066E7,0.959765593899712;4.83412824998543;0.988144713926881;0.954415897155998;0.932209890179936;0.999592154822908,3.0834478986745233
FIL5,1.0E-10,0,4.2732028E7,0.982482569342598;4.93608735760433;0.99023479836659;0.991270977799759;0.972847671051809;0.999251341043576,3.4979487717316102
FIL5,1.0E-10,1,4.5017821E7,0.986508739966533;4.90812236555783;0.977759451605076;0.970949336004143;0.973180744452055;0.999724093530026,3.3827872660346627
FIL5,1.0E-10,2,4.8758829E7,0.98784116223329;4.95555317949414;0.989200591884505;0.988658552266036;0.990083994877461;0.999768878232845,3.5804441992093814
FIL5,1.0E-10,3,4.0313685E7,0.98188446308203;4.92695037674834;0.97319075081786;0.987478180234937;0.984588832831108;0.999808149782401,3.4612478103905597
FIL5,1.0E-10,4,4.3587636E7,0.958340434302846;4.85910402506071;0.928169571507765;0.988413507976209;0.984788641841672;0.999391869432216,3.1900825478877377
FIL5,1.0E-10,5,4.3812346E7,0.981944399585682;4.94147660284606;0.988266396323801;0.98755887996712;0.98397973801356;0.999727188955897,3.5208010919480213
FIL5,1.0E-10,6,4.3630871E7,0.970816739876568;4.87291577095195;0.925503033476075;0.993921382844034;0.983117327958178;0.9995572867971,3.2459327818849193
FIL5,1.0E-10,7,4.3132525E7,0.989007597542236;4.95486999401297;0.990107610982216;0.990275984003899;0.985710876155514;0.999767925329106,3.5772437431876307
FIL5,1.0E-10,8,4.1150519E7,0.918447731687933;4.77870724891421;0.976311595929711;0.98061361495371;0.904066345213967;0.999267961128884,2.870928124475133
FIL5,1.0E-10,9,4.348296E7,0.989502492597603;4.96211327745253;0.988413834790268;0.994509421292184;0.990041301502548;0.999646227269926,3.6083734073724556
FIL5,1.0E-10,10,4.4508096E7,0.979565377451636;4.87475002212387;0.990376388945991;0.928264205429287;0.976738614996612;0.999805435300342,3.248791627942198
FIL5,1.0E-10,11,4.9056357E7,0.984633522307516;4.92437477592587;0.986275943348805;0.993150609959114;0.960613435881531;0.999701264428901,3.4487478112429293
FIL5,1.0E-10,12,4.499791E7,0.33404763268911;3.5258587048745;0.549079738656704;0.679911718590362;0.964567196004376;0.99825241893395,0.3167509242703867
FIL5,1.0E-10,13,4.3767974E7,0.979872041032625;4.92450387946548;0.963645447253943;0.994086183488467;0.987117964732627;0.999782242957817,3.4521941098574636
FIL5,1.0E-10,14,4.3357805E7,0.981676107404293;4.93927076328112;0.989658092770764;0.986669965713995;0.981747183660453;0.999519413731621,3.5115090559455044
FIL5,1.0E-10,15,4.0918413E7,0.981696267206515;4.93622829155178;0.983928294386888;0.984181824323408;0.98665422387586;0.999767681759115,3.4992762797227757
FIL5,1.0E-10,16,4.4513786E7,0.957429661365369;4.47075653172548;0.988255309143992;0.867573061506769;0.665993625266209;0.991504874443145,1.872944226083345
FIL5,1.0E-10,17,4.4481359E7,0.984520950385778;4.8564872693454;0.952863255548177;0.966477334898419;0.95305588026635;0.999569848246674,3.1750246658778374
FIL5,1.0E-10,18,4.4226497E7,0.986148379399657;4.91225106538637;0.989177126688219;0.979645274116157;0.957741902653133;0.999538382529206,3.39854442286911
FIL5,1.0E-10,19,4.1178964E7,0.989112806576414;4.74542225171072;0.985431122212341;0.954321123749817;0.818633361905683;0.997923837266466,2.7578734871722035
FIL5,1.0E-10,20,4.223994E7,0.980434608536966;4.9377783300889;0.976612191081907;0.994067566668417;0.987100236903397;0.999563726898212,3.5064714819265372
FIL5,1.0E-10,21,4.9149086E7,0.968686483657212;4.92954403758198;0.98642693430616;0.990288950097575;0.984323774663945;0.999817894857092,3.470948000505073
FIL5,1.0E-10,22,4.2358838E7,0.978314100883096;4.94125744233851;0.985386896987219;0.994058030945773;0.983741934675309;0.999756478847108,3.5199923805500917
FIL5,1.0E-10,23,4.0837631E7,0.973055720484031;4.88530539665351;0.976120489312992;0.950169957943025;0.986525016522948;0.999434212390512,3.291317189252802
FIL5,1.0E-10,24,4.2288296E7,0.987702422775393;4.93652857564827;0.989823722283927;0.992745131767878;0.966477564700386;0.999779734120689,3.4993309757585522
FIL5,1.0E-10,25,4.523286E7,0.985732701042299;4.86205486910387;0.987254938651563;0.956899817457201;0.932921550109174;0.999245861843628,3.1953526811105224
FIL5,1.0E-10,26,4.3542694E7,0.946767232116111;4.9132665697047;0.984191838938851;0.992174268008126;0.990366026454795;0.999767204186811,3.4046770751385678
FIL5,1.0E-10,27,4.3541556E7,0.961147030429096;4.86887358766492;0.968944434488661;0.952222229215969;0.986783354972983;0.999776538558215,3.224975934788846
FIL5,1.0E-10,28,4.025452E7,0.98864886547265;4.95418396519403;0.98416140630914;0.993089779299757;0.988517061985408;0.999766852127073,3.5749124174946885
FIL5,1.0E-10,29,4.4402852E7,0.960761165674309;4.90673376254331;0.974137873103242;0.993640278767067;0.978419104601468;0.999775340397234,3.377214309181039
FIL6,0.01,0,4.96278618E8,0.97583492795328;0.97777110821274;5.90618466506383;0.990697084540911;0.98754129838182;0.977387651282636;0.99695259469243,5.190378451625904
FIL6,0.01,1,6.1249904E7,0.928854929906135;0.96132367194488;5.84684739279786;0.992458809782856;0.979345445506943;0.984760837195372;1.00010369846168,4.902102212221113
FIL6,0.01,2,5.4960277E7,0.952009205668118;0.935358252024694;5.75849003976031;0.992585163990404;0.989877358627742;0.988413470764465;0.900246588684877,4.564019000085316
FIL6,0.01,3,6.387703E7,0.982898195375773;0.98636728059542;5.88753531151058;0.969994337435246;0.985090167156645;0.965203499895867;0.997981831051634,5.09850725625368
FIL6,0.01,4,5.5562161E7,0.96961115028041;0.987275492162433;5.81131541030289;0.982499000273466;0.994580265635161;0.877822103803739;0.999527398147667,4.725254127457261
FIL6,0.01,5,5.9515933E7,0.978111567373304;0.986606853644367;5.93535479307833;0.994170714360312;0.987363463020999;0.987598876203786;1.00150331847556,5.3343192674969435
FIL6,0.01,6,5.5839779E7,0.988070863176915;0.798883715152534;5.00838082232219;0.82500637748475;0.413800972862724;0.987233513404916;0.995385380240347,1.890145448912683
FIL6,0.01,7,6.9955599E7,0.990194007980623;0.773677863434764;5.58967678049702;0.983790744499816;0.907877924402013;0.989499488924087;0.944636751255724,3.79068029534424
FIL6,0.01,8,5.5881307E7,0.983072242803869;0.828476681823106;5.64376901176928;0.993880915661296;0.903186883467415;0.961186531276268;0.973965756737341,3.98383724671517
FIL6,0.01,9,6.0972287E7,0.943655805501151;0.744166585442689;5.38988511928787;0.976059953657774;0.897738801997892;0.894491474293116;0.933772498395258,2.985141616231988
FIL6,0.01,10,5.5779476E7,0.988752833605583;0.957511389621419;5.8982566747601;0.990565023847901;0.986567248194746;0.982386310155351;0.992473869335094,5.153345146514861
FIL6,0.01,11,6.8430978E7,0.944051149363171;0.99285035299151;5.90726262145601;0.993402515748857;0.991986879157496;0.984510959935854;1.00046076425912,5.198885872660277
FIL6,0.01,12,5.4976775E7,0.988423426274599;0.978122902169411;5.93218926138436;0.991920683067974;0.989719121720032;0.990149250204333;0.993853877948006,5.323740114335641
FIL6,0.01,13,5.9160378E7,0.989766594952207;0.937884496089714;5.87090809660822;0.989157247970426;0.974834430570323;0.987851707435456;0.991413619590091,5.019569279594146
FIL6,0.01,14,5.6588435E7,0.98806990696364;0.985195885031552;5.937139422907;0.991581622466145;0.982930174604635;0.989218632492812;1.00014320134822,5.343787839044453
FIL6,0.01,15,6.9936825E7,0.986963774577884;1.0166237814515;5.97565023343448;0.987915824974504;0.990739923359928;0.982230613974726;1.01117631509594,5.534339035457281
FIL6,0.01,16,5.6721555E7,0.986800237436802;0.979157672209871;5.76744745076268;0.906707482902399;0.970504440944191;0.924481130137428;0.99979648713199,4.528691039126828
FIL6,0.01,17,5.9695702E7,0.968881693561524;0.917318591559361;5.57318410531447;0.87998858976068;0.946171199329204;0.86021206643933;1.00061196466437,3.6654556587618066
FIL6,0.01,18,5.8741676E7,0.711347660291752;0.96750090624854;4.83268030841426;0.795413189246803;0.987311949905956;0.369324482813474;1.00178211990773,1.4427926219924174
FIL6,0.01,19,7.2328999E7,0.978012876077037;0.981929760210525;5.9357865939896;0.992349420779232;0.992743680240275;0.988718906288951;1.00203195039359,5.336537657819536
FIL6,0.01,20,5.9397035E7,0.989357080576205;0.988818152292024;5.94166968002215;0.990114158722621;0.983870373349416;0.988737785817054;1.00077212926482,5.366514181354098
FIL6,0.01,21,5.9177445E7,0.967600237858688;0.954184481785245;5.77898119229812;0.9681108346708;0.901267781643955;0.988082052520336;0.999735803819096,4.577782834423369
FIL6,0.01,22,5.7048666E7,0.927931521112646;0.953531257055656;5.70333001764461;0.956445894398372;0.99231365149778;0.934601161487877;0.938506532092279,4.277819364400098
FIL6,0.01,23,5.9936911E7,0.912222286989902;0.988620948922544;5.7058163297318;0.963608155254967;0.994267383484492;0.846728168517124;1.00036938656275,4.2459260545785025
FIL6,0.01,24,7.1988804E7,0.988904902774039;0.974527525027887;5.76552911186538;0.895362074452182;0.957337156309632;0.948655184742305;1.00074226855933,4.522845791481227
FIL6,0.01,25,5.8871383E7,0.967761298494886;0.982544220874238;5.93120109970495;0.99729345939311;0.999085448301175;0.992544824476679;0.991971848164868,5.322718706593906
FIL6,0.01,26,5.7956611E7,0.785226832366789;0.877197663507461;5.61392913314756;0.992636611725986;0.981028480450287;0.987309430700065;0.990530114396965,3.884206286806789
FIL6,0.01,27,5.7726211E7,0.986086341342397;0.968979485618729;5.87539347815468;0.976531287525811;0.977842754869958;0.968333365037561;0.997620243760227,5.036657070681433
FIL6,0.01,28,7.1268592E7,0.987841610778277;0.97683505985801;5.92535947010499;0.983220308534632;0.992096858509755;0.986698138922454;0.998667493501856,5.2864798980493655
FIL6,0.01,29,5.4309469E7,0.986947134789503;0.977296053970269;5.91940297665677;0.99021159778241;0.984978257601349;0.980104000587139;0.999865931926096,5.253497559159997
FIL6,0.01,30,6.0930758E7,0.96978468121724;0.989020383411084;5.87770104373303;0.962300577052986;0.985253167761019;0.971416270569303;0.999925963721399,5.051879432719035
FIL6,0.01,31,5.4938091E7,0.980695963310638;0.995749417416934;5.95751940637747;0.996166101457423;0.995209721091022;0.988392490579924;1.00130571252152,5.447601451410259
FIL6,0.01,32,7.2233995E7,0.981718063747917;0.989669922842649;5.87977153023849;0.991225237845391;0.992677461565481;0.924677854612789;0.999802989624254,5.054144487115325
FIL6,0.01,33,6.7684028E7,0.982253289417466;0.991766085328151;5.91898459770535;0.970079837937135;0.990685759429895;0.982520171102471;1.00167945449024,5.254962501819047
FIL6,0.01,34,6.0283933E7,0.985270165521044;0.989338930248966;5.94730009236943;0.993755169683312;0.994228572804065;0.984948605355484;0.999758648756556,5.395771017490793
