model,tolerance,point_id,time,rewards,result
FIL3,1E-08,2,49617254,0.974630559800824;2.85148792038752;0.88627833228118;0.990579028305516,0.793805230609345
FIL3,1E-08,3,45869680,0.987864522210544;2.98163580782179;0.993946097635015;0.999825187976235,1.08275704678468
FIL3,1E-08,4,44006175,0.975938529922012;2.94780029348194;0.972223061656646;0.99963870190328,0.999208445149949
FIL3,1E-08,5,45619207,0.983812914781634;2.97278654744353;0.989454654264501;0.999518978397392,1.06061744404834
FIL3,1E-08,6,41837810,0.958886392329072;2.95138582354548;0.992758921883334;0.999740509333075,1.00573221148544
FIL3,1E-08,7,42476942,0.843039649902946;2.80744549940609;0.966239908209759;0.998165941293388,0.684975739091073
FIL3,1E-08,8,40905626,0.98935685058419;2.98144544928181;0.992270170847558;0.999818427850062,1.08249527506656
FIL3,1E-08,9,40061437,0.987231489790655;2.98017976211301;0.993628759056097;0.999319513266256,1.07942381062643
FIL3,1E-08,10,40462474,0.985536305875264;2.97943102177886;0.994103495961532;0.999791219942065,1.07701598523785
FIL3,1E-08,11,42294041,0.960243370683834;2.95283811047659;0.992846640940453;0.999748098852304,1.00934461381246
FIL3,1E-08,12,48425307,0.874711228277682;2.84994173791282;0.97627018283312;0.998960326802014,0.772335323595027
FIL3,1E-08,13,46205190,0.852994030916532;2.82056485438502;0.969123337426841;0.998447486041645,0.711284946242012
FIL3,1E-08,14,45573090,0.969029163717165;2.88217448008527;0.950888475108266;0.962256841259837,0.873788939047074
FIL3,1E-08,15,44127911,0.979757238602588;2.96851855265246;0.989478442589888;0.999282871459987,1.04980772442621
FIL3,1E-08,16,46041083,0.97852058446008;2.97238850088883;0.994089513354521;0.999778403074231,1.05879648022977
FIL3,1E-08,17,38532682,0.987477098834915;2.95860418901204;0.971333010703749;0.999794079473379,1.02669949084601
FIL3,1E-08,18,46411423,0.935407756261039;2.92281606305332;0.98786936748315;0.999538939309134,0.936426576805713
FIL3,1E-08,19,39042933,0.985742274324078;2.97979408097717;0.99428175819221;0.999770048460881,1.07795585143022
FIL3,1E-08,20,40004738,0.988897442743425;2.98265208498167;0.994230058424714;0.999524583813531,1.08562802792975
FIL3,1E-08,21,37592778,0.980503415379946;2.97409691907367;0.993826609194461;0.999766894499259,1.06324187483194
FIL3,1E-08,22,40576236,0.984147210232515;2.97537024639142;0.991403406740964;0.999819629417941,1.06679684685152
FIL3,1E-08,23,34819107,0.982925587925115;2.97520529275151;0.992796599326248;0.999483105500147,1.06646932771944
FIL3,1E-08,24,36492530,0.973516108051005;2.96680883900046;0.993513780649021;0.999778950300433,1.04455250047201
FIL3,1E-08,25,35317293,0.761322686658531;2.67964106568976;0.922432601337219;0.995885777694009,0.454509535918458
FIL3,1E-08,26,37119819,0.974654492753347;2.96724478685872;0.992954705629527;0.999635588475849,1.04584318112862
FIL3,1E-08,27,34660423,0.966573284266758;2.82741770097341;0.861908893794271;0.998935522912377,0.740067750996346
FIL3,1E-08,28,34762795,0.987345507154252;2.97574558848153;0.988730202753742;0.999669878573537,1.06826396074136
FIL3,1E-08,29,35743496,0.968453098272761;2.95532533823542;0.987225168925642;0.99964707103702,1.01620037097233
FIL3,1E-08,30,34077509,0.976846094106288;2.97095871428812;0.994488609856729;0.999624010325099,1.05520094097902
FIL3,1E-08,31,36649633,0.776349156846404;2.69990636232748;0.928625034733089;0.994932170747991,0.488160886878381
FIL3,1E-08,32,33550949,0.990192153594295;2.98384706183963;0.993854215660193;0.999800692585139,1.08857591579362
FIL3,1E-08,33,37398250,0.957429343584488;2.94708492601721;0.990017522938665;0.999638059494052,0.995331354929704
FIL3,1E-08,34,33293011,0.987049222744359;2.98031867740745;0.993458022116922;0.999811432546165,1.07939639422939
FIL3,1E-08,35,35980004,0.989533928265426;2.98355313660212;0.994597063961336;0.999422144375363,1.08802308526159
FIL3,1E-08,36,33224381,0.988008873039752;2.97524435965134;0.987632986267155;0.999602500344434,1.06717701874038
FIL3,1E-08,37,35712951,0.983163348649383;2.93877357279597;0.955881560148287;0.999728663998304,0.979295702026584
FIL3,1E-08,38,33332354,0.990412534612961;2.9851607233018;0.994916802023337;0.9998313866655,1.09184844736585
FIL3,1E-08,39,37752870,0.884219787738452;2.85322508084821;0.969891012033505;0.999114281076253,0.778987765790481
FIL3,1E-08,40,33244631,0.792429415968131;2.73368042600861;0.94468340951543;0.996567600525045,0.546564379028272
FIL3,1E-08,41,40135178,0.988398466531841;2.97883603409552;0.990624878715956;0.999812688847718,1.07591910738985
FIL3,1E-08,42,32413258,0.986085361378949;2.97972729870144;0.993838698786529;0.999803238535966,1.07781176903553
FIL3,1E-08,43,35464867,0.979063909094041;2.97318819672017;0.994324773767352;0.999799513858776,1.06081209305381
FIL3,1E-08,44,33120000,0.9856825908985;2.97834724833176;0.993002575989036;0.999662081444225,1.07444740771587
FIL3,1E-08,45,35980197,0.990479418152065;2.98528450740815;0.994985367092462;0.999819722163624,1.09217373426289
FIL3,1E-08,46,38640211,0.989486088019322;2.97890360578801;0.98967347864551;0.999744039123182,1.07628997796142
FIL3,1E-08,47,36989426,0.950604157156432;2.94141409373135;0.992138016990455;0.998671919584468,0.98192130997035
FIL3,1E-08,48,35975372,0.977312235588659;2.96220135782779;0.985237811310757;0.999651310928369,1.03387370180563
FIL3,1E-08,49,32812253,0.931414931076228;2.91819210825617;0.987229440302351;0.999547736877589,0.92543583848551
FIL3,1E-10,0,35290697,0.964945937996666;2.84409391339735;0.880127936611166;0.999020038789522,0.771838666668884
FIL3,1E-10,1,35097196,0.988223921807951;2.97116219034298;0.983153276320964;0.999784992214068,1.05710755971318
FIL3,1E-10,2,34867526,0.974630606413666;2.8514879630893;0.886278328667722;0.990579028007911,0.793805331313057
FIL3,1E-10,3,31575241,0.987864522210872;2.98163580782187;0.993946097634516;0.999825187976478,1.08275704678475
FIL3,1E-10,4,34989062,0.975938529922012;2.94780029348194;0.972223061656646;0.99963870190328,0.999208445149949
FIL3,1E-10,5,31822341,0.983812914836658;2.97278654716785;0.98945465410603;0.999518978225166,1.06061744350006
FIL3,1E-10,6,35133297,0.958886391914458;2.95138582327495;0.992758922884505;0.999740508475985,1.00573221140219
FIL3,1E-10,7,33780170,0.843039649902938;2.80744549940622;0.966239908210862;0.998165941292423,0.684975739091974
FIL3,1E-10,8,34666908,0.989356850629817;2.98144544928062;0.992270170862558;0.999818427788243,1.08249527511341
FIL3,1E-10,9,72322943,0.987231489821974;2.98017976213453;0.993628759058334;0.99931951325422,1.07942381069235
FIL3,1E-10,10,54185641,0.985536305875264;2.97943102177886;0.994103495961532;0.999791219942065,1.07701598523785
FIL3,1E-10,11,54381657,0.960243370947119;2.95283810972086;0.992846640436882;0.999748098336859,1.00934461236887
FIL3,1E-10,12,51426366,0.874711228277951;2.84994173791301;0.976270182835251;0.998960326799813,0.77233532359691
FIL3,1E-10,13,57431432,0.852994030902738;2.82056485428253;0.969123337341266;0.998447486038521,0.7112849460294
FIL3,1E-10,14,54598518,0.969029163916426;2.88217448021587;0.950888475040497;0.962256841258947,0.873788939370445
FIL3,1E-10,15,79448616,0.979757238676655;2.96851855385558;0.989478444014568;0.999282871164359,1.04980772758065
FIL3,1E-10,16,71803253,0.978520584471904;2.97238850089142;0.994089513345376;0.999778403074141,1.05879648023757
FIL3,1E-10,17,66340972,0.987477098834915;2.95860418901204;0.971333010703749;0.999794079473379,1.02669949084601
FIL3,1E-10,18,49717108,0.935407756329207;2.92281606327356;0.98786936772911;0.999538939215244,0.936426577390804
FIL3,1E-10,19,52915380,0.985742274324977;2.97979408097468;0.994281758195759;0.999770048453944,1.07795585142907
FIL3,1E-10,20,49311438,0.988897442737464;2.98265208497912;0.994230058427051;0.999524583814601,1.08562802792186
FIL3,1E-10,21,50620485,0.98050341538012;2.97409691907403;0.993826609194615;0.999766894499299,1.06324187483283
FIL3,1E-10,22,44990503,0.984147210231698;2.97537024639265;0.991403406744397;0.999819629416558,1.0667968468554
FIL3,1E-10,23,45604912,0.982925587966347;2.97520529284836;0.9927965994054;0.999483105476614,1.06646932797973
FIL3,1E-10,24,42386818,0.973516108051005;2.96680883900046;0.993513780649021;0.999778950300433,1.04455250047201
FIL3,1E-10,25,44043052,0.761322686659189;2.67964106564588;0.922432601296747;0.995885777689938,0.45450953584471
FIL3,1E-10,26,46680044,0.974654492757504;2.96724478686354;0.992954705634423;0.99963558847161,1.04584318114385
FIL3,1E-10,27,42642821,0.966573284231483;2.82741770096886;0.861908893799228;0.998935522938148,0.740067750963719
FIL3,1E-10,28,41627860,0.987345507030991;2.97574558813502;0.988730202556216;0.999669878547818,1.06826395989065
FIL3,1E-10,29,39463930,0.968453098085201;2.95532533661463;0.98722516837985;0.999647070149582,1.01620036765721
FIL3,1E-10,30,41413764,0.976846094106288;2.97095871428812;0.994488609856729;0.999624010325099,1.05520094097902
FIL3,1E-10,31,39390440,0.77634915684918;2.69990636221648;0.928625034621186;0.994932170746113,0.488160886681037
FIL3,1E-10,32,40469602,0.990192155467589;2.98384706165021;0.993854213245621;0.999800692936995,1.08857591533555
FIL3,1E-10,33,46027319,0.957429343536999;2.9470849251224;0.990017522185971;0.999638059399432,0.995331352843524
FIL3,1E-10,34,40716460,0.987049222742867;2.98031867740834;0.993458022116158;0.999811432549318,1.07939639422918
FIL3,1E-10,35,41014891,0.989533928227586;2.98355313659157;0.994597063974383;0.9994221443896,1.08802308522017
FIL3,1E-10,36,41332311,0.988008873040288;2.9752443596632;0.987632986266895;0.999602500356021,1.06717701876152
FIL3,1E-10,37,36592007,0.983163348642096;2.93877357274482;0.95588156011882;0.9997286639839,0.979295701915716
FIL3,1E-10,38,41276833,0.990412534612214;2.98516072330239;0.994916802022846;0.999831386667333,1.09184844736592
FIL3,1E-10,39,36248693,0.884219787998096;2.85322508682548;0.969891030996889;0.999114267830497,0.778987787496195
FIL3,1E-10,40,39522774,0.792429416844185;2.73368045062194;0.944683428032371;0.996567605745385,0.546564422045727
FIL3,1E-10,41,37799836,0.988398466415575;2.97883603404971;0.990624878576015;0.99981268905812,1.07591910711342
FIL3,1E-10,42,40145889,0.986085361111966;2.97972729877694;0.99383869895476;0.999803238710212,1.07781176906453
FIL3,1E-10,43,35563141,0.979063909094172;2.97318819672054;0.994324773767721;0.999799513858652,1.06081209305483
FIL3,1E-10,44,36150753,0.985682588207059;2.9783472470716;0.993002573007231;0.99966208585731,1.07444740114414
FIL3,1E-10,45,37901266,0.990479418934608;2.98528450717897;0.994985365038769;0.999819723205591,1.09217373306315
FIL3,1E-10,46,34845274,0.989486088028592;2.97890360579835;0.989673478655086;0.999744039114676,1.07628997799417
FIL3,1E-10,47,44840654,0.950604157331251;2.94141409430842;0.992138017360051;0.998671919617121,0.981921311339802
FIL3,1E-10,48,38210364,0.977312236765896;2.9622013659268;0.985237811965913;0.99965131719499,1.03387371725866
