model,tolerance,point_id,time,rewards,result
FIL3,0.0001,33,169958826,0.7843000677;0.815817292;0.9603053753;2.560422735,0.296384662172234
FIL3,0.0001,34,170136131,0.5254215484;0.6653353742;0.9725073627;2.163264285,0.024978509475296
FIL3,0.0001,35,168762222,0.6744695327;0.7096292607;0.9356555482;2.319754342,0.072338397577969
FIL3,0.0001,36,172606796,0.6156675868;0.6570149855;0.9665544988;2.239237071,0.027113190240279
FIL3,0.0001,37,170957318,0.765133316;0.7394524324;0.9833280641;2.487913813,0.195803705086953
FIL3,0.0001,38,166072078,0.5393267154;0.5100344819;0.9552456562;2.004606854,0.020753674894315
FIL3,0.0001,39,167749479,0.504004916;0.6648253288;0.9385915329;2.107421778,0.028838370700469
FIL3,0.0001,40,166184030,0.3502273077;0.5211408059;0.9352741365;1.80664225,0.171205268046673
FIL3,0.0001,41,167772940,0.598759714;0.5859839072;0.9690072821;2.153750903,0.003240633168968
FIL3,0.0001,42,170406675,0.4669410806;0.4663710211;0.9440948617;1.877406963,0.08812265377319
FIL3,0.0001,43,171160464,0.2976392027;0.2534574943;0.8856329812;1.436729678,0.660722377913397
FIL3,0.0001,44,165228422,0.774679942;0.7791134383;0.9824713419;2.536264722,0.253746626448417
FIL3,0.0001,45,172020005,0.1848774448;0.1314871984;0.7776089674;1.093973611,1.44790431323172
FIL3,0.0001,46,166667774,0.4086266483;0.3479494789;0.7136980106;1.470274138,0.57197853905711
FIL3,0.0001,47,171304173,0.6055099568;0.6732424875;0.9707411249;2.249493569,0.033679172496125
FIL3,0.0001,48,168254197,0.3507768592;0.3230705246;0.9232085586;1.597055942,0.395398975696479
FIL3,0.0001,49,166905006,0.4106729862;0.4820355447;0.891062098;1.783770629,0.166271944670417
FIL3,1E-06,0,166020198,0.7557410074;0.8167346039;0.9876201251;2.560095736,0.287770127481954
FIL3,1E-06,1,165877337,0.7250850658;0.7978283842;0.9827894117;2.505702862,0.225193988868959
FIL3,1E-06,2,168412108,0.5411793209;0.4695556396;0.9526532369;1.963388197,0.036142471644574
FIL3,1E-06,3,167659738,0.6859834257;0.6970900887;0.939584377;2.322657891,0.070667564695499
FIL3,1E-06,4,168591947,0.3497465516;0.3177001152;0.8800767007;1.547523368,0.458947060564124
FIL3,1E-06,5,168814575,0.07082300145;0.1080522373;0.6563948889;0.8352701276,2.23965376060671
FIL3,1E-06,6,168563043,0.7318259462;0.70255774;0.9818959486;2.416279635,0.126325305992106
FIL3,1E-06,7,167669410,0.616478207;0.7498045007;0.9801687116;2.346451419,0.093796272918972
FIL3,1E-06,8,167129142,0.1786446475;0.2608376116;0.7529691881;1.192451447,1.18142101506117
FIL3,1E-06,9,168827727,0.1930053758;0.1428746035;0.7864582483;1.122338228,1.37087765174107
FIL3,1E-06,10,172492035,0.4924083045;0.483935643;0.6118895951;1.588233543,0.433680749971013
FIL3,1E-06,11,167098601,0.671757966;0.7151533246;0.9773989621;2.364310253,0.092126387388781
FIL3,1E-06,12,165074129,0.1398533237;0.1377888547;0.7403422724;1.017984451,1.66148030525166
FIL3,1E-06,13,174239837,0.7652660622;0.768543577;0.980777707;2.514587346,0.228392305239132
FIL3,1E-06,14,168722375,0.5730549717;0.536030958;0.9641285083;2.073214438,0.004208243381841
FIL3,1E-06,15,167876279,0.5578990718;0.5286210109;0.950555374;2.037075457,0.011096977123832
FIL3,1E-06,16,167056452,0.5770029042;0.7224528894;0.9781359977;2.277591791,0.058370513515955
FIL3,1E-06,17,168906484,0.5276645518;0.6716580049;0.9567509681;2.156073525,0.025916503581507
FIL3,1E-06,18,167904079,0.6998580204;0.6948477888;0.9793391528;2.374044962,0.094319591541656
FIL3,1E-06,19,171389861,0.5903367584;0.7022861339;0.9725773531;2.265200245,0.04692716242085
FIL3,1E-06,20,165454191,0.08721714281;0.1369282457;0.7074243063;0.9315696949,1.92961534711997
FIL3,1E-06,21,167859657,0.4968458353;0.4148706704;0.9391350596;1.850851565,0.104585259416635
FIL3,1E-06,22,168148556,0.4433444368;0.3379042928;0.9250333304;1.70628206,0.245931792310639
FIL3,1E-06,23,169493884,0.4282099524;0.4598914857;0.9524632901;1.840564728,0.121043394700283
FIL3,1E-06,24,169936696,0.2898252945;0.372711412;0.9203550608;1.582891767,0.427420350418741
FIL3,1E-06,25,167041358,0.7331167875;0.7974368803;0.9864336263;2.516987294,0.235702445983101
FIL3,1E-06,26,165136376,0.4787230077;0.4826858041;0.6462688272;1.607677639,0.393320368730247
FIL3,1E-06,27,172995737,0.3924604886;0.2929561405;0.9128078786;1.598224508,0.38912507120905
FIL3,1E-06,28,172318147,0.3980387304;0.556690419;0.9509601771;1.905689326,0.094417959389031
FIL3,1E-06,29,173219658,0.4370293687;0.3420554894;0.9242187231;1.703303581,0.249026258430663
FIL3,1E-06,30,171724837,0.7439640377;0.7753384661;0.9865905333;2.505893037,0.218931392542613
FIL3,1E-06,31,167980780,0.7189032764;0.750284659;0.9819941867;2.451182122,0.162874535130923
FIL3,1E-06,32,170065472,0.4431843189;0.3618910546;0.937606354;1.742681728,0.206801871050439
FIL3,1E-06,33,168846968,0.7843000677;0.815817292;0.9603053753;2.560422735,0.296384662172234
FIL3,1E-06,34,169486646,0.5254215484;0.6653353742;0.9725073627;2.163264285,0.024978509475296
FIL3,1E-06,35,168998952,0.6744695327;0.7096292607;0.9356555482;2.319754342,0.072338397577969
FIL3,1E-06,36,167978417,0.6156675868;0.6570149855;0.9665544988;2.239237071,0.027113190240279
FIL3,1E-06,37,169529105,0.765133316;0.7394524324;0.9833280641;2.487913813,0.195803705086953
FIL3,1E-06,38,168277918,0.5393267154;0.5100344819;0.9552456562;2.004606854,0.020753674894315
FIL3,1E-06,39,165801056,0.504004916;0.6648253288;0.9385915329;2.107421778,0.028838370700469
FIL3,1E-06,40,170022896,0.3502273077;0.5211408059;0.9352741365;1.80664225,0.171205268046673
FIL3,1E-06,41,170694791,0.598759714;0.5859839072;0.9690072821;2.153750903,0.003240633168968
FIL3,1E-06,42,172690701,0.4669410806;0.4663710211;0.9440948617;1.877406963,0.08812265377319
FIL3,1E-06,43,168158038,0.2976392027;0.2534574943;0.8856329812;1.436729678,0.660722377913397
FIL3,1E-06,44,166658331,0.774679942;0.7791134383;0.9824713419;2.536264722,0.253746626448417
FIL3,1E-06,45,167594285,0.1848774448;0.1314871984;0.7776089674;1.093973611,1.44790431323172
FIL3,1E-06,46,171367845,0.4086266483;0.3479494789;0.7136980106;1.470274138,0.57197853905711
FIL3,1E-06,47,168475875,0.6055099568;0.6732424875;0.9707411249;2.249493569,0.033679172496125
FIL3,1E-06,48,166545089,0.3507768592;0.3230705246;0.9232085586;1.597055942,0.395398975696479
FIL3,1E-06,49,173413213,0.4106729862;0.4820355447;0.891062098;1.783770629,0.166271944670417
FIL3,1E-08,0,166155862,0.7557410074;0.8167346039;0.9876201251;2.560095736,0.287770127481954
FIL3,1E-08,1,167932486,0.7250850658;0.7978283842;0.9827894117;2.505702862,0.225193988868959
FIL3,1E-08,2,172806488,0.5411793209;0.4695556396;0.9526532369;1.963388197,0.036142471644574
FIL3,1E-08,3,168390228,0.6859834257;0.6970900887;0.939584377;2.322657891,0.070667564695499
FIL3,1E-08,4,168121891,0.3497465516;0.3177001152;0.8800767007;1.547523368,0.458947060564124
FIL3,1E-08,5,171841232,0.07082300145;0.1080522373;0.6563948889;0.8352701276,2.23965376060671
FIL3,1E-08,6,169910417,0.7318259462;0.70255774;0.9818959486;2.416279635,0.126325305992106
FIL3,1E-08,7,168758142,0.616478207;0.7498045007;0.9801687116;2.346451419,0.093796272918972
FIL3,1E-08,8,168244462,0.1786446475;0.2608376116;0.7529691881;1.192451447,1.18142101506117
FIL3,1E-08,9,168832458,0.1930053758;0.1428746035;0.7864582483;1.122338228,1.37087765174107
FIL3,1E-08,10,170628867,0.4924083045;0.483935643;0.6118895951;1.588233543,0.433680749971013
FIL3,1E-08,11,165748358,0.671757966;0.7151533246;0.9773989621;2.364310253,0.092126387388781
FIL3,1E-08,12,166422322,0.1398533237;0.1377888547;0.7403422724;1.017984451,1.66148030525166
FIL3,1E-08,13,172528591,0.7652660622;0.768543577;0.980777707;2.514587346,0.228392305239132
FIL3,1E-08,14,168315410,0.5730549717;0.536030958;0.9641285083;2.073214438,0.004208243381841
FIL3,1E-08,15,167298529,0.5578990718;0.5286210109;0.950555374;2.037075457,0.011096977123832
FIL3,1E-08,16,166592407,0.5770029042;0.7224528894;0.9781359977;2.277591791,0.058370513515955
FIL3,1E-08,17,175571381,0.5276645518;0.6716580049;0.9567509681;2.156073525,0.025916503581507
FIL3,1E-08,18,171042899,0.6998580204;0.6948477888;0.9793391528;2.374044962,0.094319591541656
FIL3,1E-08,19,167951595,0.5903367584;0.7022861339;0.9725773531;2.265200245,0.04692716242085
FIL3,1E-08,20,168682249,0.08721714281;0.1369282457;0.7074243063;0.9315696949,1.92961534711997
FIL3,1E-08,21,166218932,0.4968458353;0.4148706704;0.9391350596;1.850851565,0.104585259416635
FIL3,1E-08,22,166476809,0.4433444368;0.3379042928;0.9250333304;1.70628206,0.245931792310639
FIL3,1E-08,23,170706973,0.4282099524;0.4598914857;0.9524632901;1.840564728,0.121043394700283
FIL3,1E-08,24,168322780,0.2898252945;0.372711412;0.9203550608;1.582891767,0.427420350418741
FIL3,1E-08,25,166176893,0.7331167875;0.7974368803;0.9864336263;2.516987294,0.235702445983101
FIL3,1E-08,26,166567154,0.4787230077;0.4826858041;0.6462688272;1.607677639,0.393320368730247
FIL3,1E-08,27,170174720,0.3924604886;0.2929561405;0.9128078786;1.598224508,0.38912507120905
FIL3,1E-08,28,169309299,0.3980387304;0.556690419;0.9509601771;1.905689326,0.094417959389031
FIL3,1E-08,29,167333877,0.4370293687;0.3420554894;0.9242187231;1.703303581,0.249026258430663
FIL3,1E-08,30,165413004,0.7439640377;0.7753384661;0.9865905333;2.505893037,0.218931392542613
FIL3,1E-08,31,170578944,0.7189032764;0.750284659;0.9819941867;2.451182122,0.162874535130923
FIL3,1E-08,32,167577946,0.4431843189;0.3618910546;0.937606354;1.742681728,0.206801871050439
FIL3,1E-08,33,167290731,0.7843000677;0.815817292;0.9603053753;2.560422735,0.296384662172234
FIL3,1E-08,34,169318422,0.5254215484;0.6653353742;0.9725073627;2.163264285,0.024978509475296
FIL3,1E-08,35,166754875,0.6744695327;0.7096292607;0.9356555482;2.319754342,0.072338397577969
FIL3,1E-08,36,170446092,0.6156675868;0.6570149855;0.9665544988;2.239237071,0.027113190240279
FIL3,1E-08,37,166240416,0.765133316;0.7394524324;0.9833280641;2.487913813,0.195803705086953
FIL3,1E-08,38,166270970,0.5393267154;0.5100344819;0.9552456562;2.004606854,0.020753674894315
FIL3,1E-08,39,167563327,0.504004916;0.6648253288;0.9385915329;2.107421778,0.028838370700469
FIL3,1E-08,40,168808689,0.3502273077;0.5211408059;0.9352741365;1.80664225,0.171205268046673
FIL3,1E-08,41,171983430,0.598759714;0.5859839072;0.9690072821;2.153750903,0.003240633168968
FIL3,1E-08,42,166721356,0.4669410806;0.4663710211;0.9440948617;1.877406963,0.08812265377319
FIL3,1E-08,43,165822439,0.2976392027;0.2534574943;0.8856329812;1.436729678,0.660722377913397
FIL3,1E-08,44,168696708,0.774679942;0.7791134383;0.9824713419;2.536264722,0.253746626448417
FIL3,1E-08,45,168002276,0.1848774448;0.1314871984;0.7776089674;1.093973611,1.44790431323172
FIL3,1E-08,46,167213710,0.4086266483;0.3479494789;0.7136980106;1.470274138,0.57197853905711
FIL3,1E-08,47,167161006,0.6055099568;0.6732424875;0.9707411249;2.249493569,0.033679172496125
FIL3,1E-08,48,168856898,0.3507768592;0.3230705246;0.9232085586;1.597055942,0.395398975696479
FIL3,1E-08,49,169078322,0.4106729862;0.4820355447;0.891062098;1.783770629,0.166271944670417
FIL3,1E-10,0,167416962,0.7557410074;0.8167346039;0.9876201251;2.560095736,0.287770127481954
FIL3,1E-10,1,167123413,0.7250850658;0.7978283842;0.9827894117;2.505702862,0.225193988868959
FIL3,1E-10,2,167924273,0.5411793209;0.4695556396;0.9526532369;1.963388197,0.036142471644574
FIL3,1E-10,3,168199545,0.6859834257;0.6970900887;0.939584377;2.322657891,0.070667564695499
FIL3,1E-10,4,166530489,0.3497465516;0.3177001152;0.8800767007;1.547523368,0.458947060564124
FIL3,1E-10,5,166058119,0.07082300145;0.1080522373;0.6563948889;0.8352701276,2.23965376060671
FIL3,1E-10,6,166986248,0.7318259462;0.70255774;0.9818959486;2.416279635,0.126325305992106
FIL3,1E-10,7,166354548,0.616478207;0.7498045007;0.9801687116;2.346451419,0.093796272918972
FIL3,1E-10,8,168514856,0.1786446475;0.2608376116;0.7529691881;1.192451447,1.18142101506117
FIL3,1E-10,9,165537336,0.1930053758;0.1428746035;0.7864582483;1.122338228,1.37087765174107
FIL3,1E-10,10,164893207,0.4924083045;0.483935643;0.6118895951;1.588233543,0.433680749971013
FIL3,1E-10,11,167032951,0.671757966;0.7151533246;0.9773989621;2.364310253,0.092126387388781
FIL3,1E-10,12,167075924,0.1398533237;0.1377888547;0.7403422724;1.017984451,1.66148030525166
FIL3,1E-10,13,167110856,0.7652660622;0.768543577;0.980777707;2.514587346,0.228392305239132
FIL3,1E-10,14,168409315,0.5730549717;0.536030958;0.9641285083;2.073214438,0.004208243381841
FIL3,1E-10,15,166174214,0.5578990718;0.5286210109;0.950555374;2.037075457,0.011096977123832
FIL3,1E-10,16,167249903,0.5770029042;0.7224528894;0.9781359977;2.277591791,0.058370513515955
FIL3,1E-10,17,168134276,0.5276645518;0.6716580049;0.9567509681;2.156073525,0.025916503581507
FIL3,1E-10,18,171505148,0.6998580204;0.6948477888;0.9793391528;2.374044962,0.094319591541656
FIL3,1E-10,19,168208824,0.5903367584;0.7022861339;0.9725773531;2.265200245,0.04692716242085
FIL3,1E-10,20,169020771,0.08721714281;0.1369282457;0.7074243063;0.9315696949,1.92961534711997
FIL3,1E-10,21,165775745,0.4968458353;0.4148706704;0.9391350596;1.850851565,0.104585259416635
FIL3,1E-10,22,165776093,0.4433444368;0.3379042928;0.9250333304;1.70628206,0.245931792310639
FIL3,1E-10,23,167434310,0.4282099524;0.4598914857;0.9524632901;1.840564728,0.121043394700283
FIL3,1E-10,24,167067406,0.2898252945;0.372711412;0.9203550608;1.582891767,0.427420350418741
FIL3,1E-10,25,168319033,0.7331167875;0.7974368803;0.9864336263;2.516987294,0.235702445983101
FIL3,1E-10,26,167170610,0.4787230077;0.4826858041;0.6462688272;1.607677639,0.393320368730247
FIL3,1E-10,27,169207159,0.3924604886;0.2929561405;0.9128078786;1.598224508,0.38912507120905
FIL3,1E-10,28,167785919,0.3980387304;0.556690419;0.9509601771;1.905689326,0.094417959389031
FIL3,1E-10,29,168425645,0.4370293687;0.3420554894;0.9242187231;1.703303581,0.249026258430663
FIL3,1E-10,30,167939864,0.7439640377;0.7753384661;0.9865905333;2.505893037,0.218931392542613
FIL3,1E-10,31,166935259,0.7189032764;0.750284659;0.9819941867;2.451182122,0.162874535130923
FIL3,1E-10,32,168888796,0.4431843189;0.3618910546;0.937606354;1.742681728,0.206801871050439
FIL3,1E-10,33,173408949,0.7843000677;0.815817292;0.9603053753;2.560422735,0.296384662172234
FIL3,1E-10,34,171630719,0.5254215484;0.6653353742;0.9725073627;2.163264285,0.024978509475296
FIL3,1E-10,35,171123218,0.6744695327;0.7096292607;0.9356555482;2.319754342,0.072338397577969
FIL3,1E-10,36,165867687,0.6156675868;0.6570149855;0.9665544988;2.239237071,0.027113190240279
FIL3,1E-10,37,166200418,0.765133316;0.7394524324;0.9833280641;2.487913813,0.195803705086953
FIL3,1E-10,38,167377722,0.5393267154;0.5100344819;0.9552456562;2.004606854,0.020753674894315
FIL3,1E-10,39,166107562,0.504004916;0.6648253288;0.9385915329;2.107421778,0.028838370700469
FIL3,1E-10,40,165827607,0.3502273077;0.5211408059;0.9352741365;1.80664225,0.171205268046673
FIL3,1E-10,41,165732926,0.598759714;0.5859839072;0.9690072821;2.153750903,0.003240633168968
FIL3,1E-10,42,166994483,0.4669410806;0.4663710211;0.9440948617;1.877406963,0.08812265377319
FIL3,1E-10,43,166480421,0.2976392027;0.2534574943;0.8856329812;1.436729678,0.660722377913397
FIL3,1E-10,44,166688779,0.774679942;0.7791134383;0.9824713419;2.536264722,0.253746626448417
FIL3,1E-10,45,167272475,0.1848774448;0.1314871984;0.7776089674;1.093973611,1.44790431323172
FIL3,1E-10,46,170971155,0.4086266483;0.3479494789;0.7136980106;1.470274138,0.57197853905711
FIL3,1E-10,47,170073797,0.6055099568;0.6732424875;0.9707411249;2.249493569,0.033679172496125
FIL3,1E-10,48,169122185,0.3507768592;0.3230705246;0.9232085586;1.597055942,0.395398975696479
FIL3,1E-10,49,167035312,0.4106729862;0.4820355447;0.891062098;1.783770629,0.166271944670417
FIL4,0.01,0,180971710,0.7275140155;0.8066653702;0.9603784143;0.6052528466;3.099810647,0.243663850773725
FIL4,0.01,1,171943122,0.5357761813;0.7084558065;0.9859890237;0.5054830806;2.735704092,0.044535071917258
FIL4,0.01,2,170784551,0.1050371989;0.4532545115;0.7111010508;0.06909961051;1.338492372,2.49696807184554
FIL4,0.01,3,172880347,0.107218926;0.0893360606;0.6664565985;0.5179177616;1.380929347,2.30370125163996
FIL4,0.01,4,176850586,0.2731878026;0.4175833296;0.9629916804;0.2620506464;1.915813459,0.874685351421847
FIL4,0.01,5,175432547,0.616029069;0.737429616;0.9680023045;0.4940024665;2.815463456,0.067961125812065
FIL4,0.01,6,175019737,0.6662971091;0.7653690881;0.9768469353;0.5587109787;2.967224111,0.127526330935764
FIL4,0.01,7,171573062,0.6834053737;0.7297242646;0.9603235532;0.5303049806;2.903758172,0.092847946541721
FIL4,0.01,8,176677021,0.08229636681;0.1617673376;0.9860951452;0.07640592348;1.306564773,2.66761966122203
FIL4,0.01,9,174226526,0.5237829734;0.655088496;0.9271466974;0.3944199068;2.500438074,0.116483495973947
FIL4,0.01,10,171241319,0.1248558515;0.1035151075;0.7089138797;0.5420108;1.479295639,1.99361034800171
FIL4,0.01,11,181500267,0.5747563797;0.7791697083;0.9532065413;0.3711832837;2.678315913,0.122982624820526
FIL4,0.01,12,172772678,0.5584472822;0.5298123053;0.9668705218;0.6074055931;2.662535702,0.003354410076638
FIL4,0.01,13,175536818,0.5266477099;0.4309942895;0.8843691404;0.563765987;2.405777127,0.120808306106843
FIL4,0.01,14,176300371,0.4865033512;0.4811494559;0.9614354445;0.5860933976;2.515181649,0.05236729507643
FIL4,0.01,15,173298936,0.3886200181;0.5872190509;0.9738732108;0.3224117361;2.272124016,0.323419167724133
FIL4,0.01,16,172867747,0.2781426901;0.4714680978;0.9883461645;0.2550631716;1.993020124,0.74935428483929
FIL4,0.01,17,176427056,0.65780325;0.7612598383;0.9394083914;0.4962318845;2.854703364,0.093154603754343
FIL4,0.01,18,176115122,0.6423961425;0.7609254894;0.9823200108;0.5211726226;2.906814265,0.101242052292459
FIL4,0.01,19,173121885,0.6512288375;0.6722534551;0.8534302272;0.388806695;2.565719215,0.115284184438336
FIL4,0.01,20,172876012,0.2783974431;0.4116560469;0.9022603664;0.2582434742;1.850557331,0.989103647122102
FIL4,0.01,21,174948505,0.4739432396;0.7454112877;0.9614074923;0.3208534993;2.501615519,0.189700209735034
FIL4,0.01,22,172429123,0.6340424571;0.736562179;0.985262357;0.567851056;2.923718049,0.089368929684737
